	subject_id	predicate_id	object_id	subject	object	predicate	value
6327	http://purl.obolibrary.org/obo/OBI_0001739	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001723	surface plasmon resonance assay measuring the off rate [koff] of a B cell epitope:antibody complex	assay measuring the off rate [koff] of a B cell epitope:antibody complex	subClassOf	1
6328	http://purl.obolibrary.org/obo/OBI_0001739	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000923	surface plasmon resonance assay measuring the off rate [koff] of a B cell epitope:antibody complex	surface plasmon resonance binding assay	subClassOf	1
6329	http://purl.obolibrary.org/obo/OBI_0002106	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	carboxyfluorescein succinimidyl ester staining assay	assay	subClassOf	1
6331	http://purl.obolibrary.org/obo/OBI_0003629	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003627	antibody purification of H2-Db protein complex	antibody purification of mouse MHC class I protein complex	subClassOf	1
6332	http://purl.obolibrary.org/obo/OBI_0003629	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003633	antibody purification of H2-Db protein complex	antibody purification of mouse MHC class I protein complex with H2-b haplotype and/or mouse MHC protein complex with H2-p haplotype	subClassOf	1
6333	http://purl.obolibrary.org/obo/OBI_0003629	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003631	antibody purification of H2-Db protein complex	antibody purification of H2-Ld protein complex, H2-Db protein complex, and/or H2-Dq protein complex	subClassOf	1
6338	http://purl.obolibrary.org/obo/OBI_9999994	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000903	chromium release assay	in vitro cell killing assay	subClassOf	1
6339	http://purl.obolibrary.org/obo/OBI_0001782	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001456	detection of specific nucleic acids with complementary probes assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells	assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells	subClassOf	1
6340	http://purl.obolibrary.org/obo/OBI_0001782	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6343	http://purl.obolibrary.org/obo/OBI_0001268	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001391	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-12 production by T cells	assay measuring epitope specific interleukin-12 production by T cells	subClassOf	1
6344	http://purl.obolibrary.org/obo/OBI_0001268	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-12 production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6347	http://purl.obolibrary.org/obo/OBI_0001562	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000916	intracellular cytokine staining assay measuring epitope specific interleukin-17F production by T cells	flow cytometry assay	subClassOf	1
6348	http://purl.obolibrary.org/obo/OBI_0001562	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110178	intracellular cytokine staining assay measuring epitope specific interleukin-17F production by T cells	intracellular cytokine staining assay measuring epitope specific interleukin-17 production by T cells	subClassOf	1
6349	http://purl.obolibrary.org/obo/OBI_0001562	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001772	intracellular cytokine staining assay measuring epitope specific interleukin-17F production by T cells	assay measuring epitope specific interleukin-17F production by T cells	subClassOf	1
6350	http://purl.obolibrary.org/obo/OBI_0001478	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110125	mass spectrometry assay measuring MHC ligand processing and presentation	assay measuring MHC ligand processing and presentation	subClassOf	1
6351	http://purl.obolibrary.org/obo/OBI_0002436	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	RNA interactome capture	assay	subClassOf	1
6353	http://purl.obolibrary.org/obo/OBI_0003113	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000459	proximity extension assay	polymerase chain reaction assay	subClassOf	1
6354	http://purl.obolibrary.org/obo/OBI_0003113	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000443	proximity extension assay	analyte assay	subClassOf	1
6356	http://purl.obolibrary.org/obo/OBI_0001455	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600031	ELISPOT assay measuring epitope specific interleukin-5 production by T cells	enzyme-linked immunospot assay	subClassOf	1
6357	http://purl.obolibrary.org/obo/OBI_0001455	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001230	ELISPOT assay measuring epitope specific interleukin-5 production by T cells	assay measuring epitope specific interleukin-5 production by T cells	subClassOf	1
6358	http://purl.obolibrary.org/obo/OBI_2100280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	ABL90 panel arterial blood temperature assay	assay	subClassOf	1
6360	http://purl.obolibrary.org/obo/OBI_0002686	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000287	counter current immunoelectrophoresis	electrophoresis	subClassOf	1
6365	http://purl.obolibrary.org/obo/OBI_2100393	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003232	cerebrospinal fluid macrophage count assay	cerebrospinal fluid assay	subClassOf	1
6366	http://purl.obolibrary.org/obo/OBI_2100393	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003027	cerebrospinal fluid macrophage count assay	macrophage assay	subClassOf	1
6367	http://purl.obolibrary.org/obo/OBI_0001281	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	ELISA measuring epitope specific IP-10 production by T cells	enzyme linked immunosorbent assay	subClassOf	1
6369	http://purl.obolibrary.org/obo/OBI_0001281	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001308	ELISA measuring epitope specific IP-10 production by T cells	assay measuring epitope specific IP-10 production by T cells	subClassOf	1
6371	http://purl.obolibrary.org/obo/OBI_0200123	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/APOLLO_SV_00000796	skewness calculation	dataset creating	subClassOf	1
6372	http://purl.obolibrary.org/obo/OBI_0200123	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0200184	skewness calculation	descriptive statistical calculation data transformation	subClassOf	1
6373	http://purl.obolibrary.org/obo/OBI_0200123	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0200181	skewness calculation	center calculation data transformation	subClassOf	1
6374	http://purl.obolibrary.org/obo/OBI_0002646	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001693	in vivo assay measuring B cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific antibodies or B cells	in vivo assay measuring B cell epitope specific tolerance induction	subClassOf	1
6375	http://purl.obolibrary.org/obo/OBI_0002646	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001488	in vivo assay measuring B cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific antibodies or B cells	epitope tolerance induction experiment	subClassOf	1
6376	http://purl.obolibrary.org/obo/OBI_0002646	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002677	in vivo assay measuring B cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific antibodies or B cells	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	subClassOf	1
6378	http://purl.obolibrary.org/obo/OBI_0001251	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110129	assay measuring epitope specific interleukin-13 production by T cells	assay measuring epitope specific cytokine production by T cells	subClassOf	1
6379	http://purl.obolibrary.org/obo/OBI_0001251	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	assay measuring epitope specific interleukin-13 production by T cells	assay	subClassOf	1
6382	http://purl.obolibrary.org/obo/OBI_0002683	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000415	short interspersed nuclear elements polymerase chain reaction	polymerase chain reaction	subClassOf	1
6387	http://purl.obolibrary.org/obo/OBI_0003326	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110125	high throughput multiplexed assay measuring MHC ligand processing and presentation	assay measuring MHC ligand processing and presentation	subClassOf	1
6391	http://purl.obolibrary.org/obo/OBI_0001746	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001388	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 alpha production by T cells	assay measuring epitope specific interleukin-1 alpha production by T cells	subClassOf	1
6392	http://purl.obolibrary.org/obo/OBI_0001746	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 alpha production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6393	http://purl.obolibrary.org/obo/OBI_0001280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110129	assay measuring epitope specific interleukin-16 production by T cells	assay measuring epitope specific cytokine production by T cells	subClassOf	1
6394	http://purl.obolibrary.org/obo/OBI_0001280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	assay measuring epitope specific interleukin-16 production by T cells	assay	subClassOf	1
6395	http://purl.obolibrary.org/obo/OBI_0200097	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0200000	non-negative matrix factorization	data transformation	subClassOf	1
6397	http://purl.obolibrary.org/obo/OBI_0003236	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	milk assay	assay	subClassOf	1
6400	http://purl.obolibrary.org/obo/OBI_0001357	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001233	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	subClassOf	1
6401	http://purl.obolibrary.org/obo/OBI_0001357	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6405	http://purl.obolibrary.org/obo/OBI_0002441	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	physical examination of an organism	assay	subClassOf	1
6406	http://purl.obolibrary.org/obo/OBI_2100086	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100023	liver evaluation venous blood protein assay	protein assay	subClassOf	1
6407	http://purl.obolibrary.org/obo/OBI_0001742	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001635	quenching assay measuring the on rate [kon] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching	subClassOf	1
6408	http://purl.obolibrary.org/obo/OBI_0001742	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001718	quenching assay measuring the on rate [kon] of a B cell epitope:antibody complex	assay measuring the on rate [kon] of a B cell epitope:antibody complex	subClassOf	1
6410	http://purl.obolibrary.org/obo/OBI_1110155	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001416	ELISA measuring epitope specific tumor necrosis factor alpha production by T cells	assay measuring epitope specific tumor necrosis factor alpha production by T cells	subClassOf	1
6411	http://purl.obolibrary.org/obo/OBI_1110155	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	ELISA measuring epitope specific tumor necrosis factor alpha production by T cells	enzyme linked immunosorbent assay	subClassOf	1
6413	http://purl.obolibrary.org/obo/OBI_1110155	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001246	ELISA measuring epitope specific tumor necrosis factor alpha production by T cells	ELISA measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells	subClassOf	1
6414	http://purl.obolibrary.org/obo/OBI_0001532	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003115	cytometric bead array assay measuring epitope specific interleukin-9 production by T cells	antigen detection by cytometric bead array assay	subClassOf	1
6415	http://purl.obolibrary.org/obo/OBI_0001532	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001253	cytometric bead array assay measuring epitope specific interleukin-9 production by T cells	assay measuring interleukin-9 production by T cells	subClassOf	1
6416	http://purl.obolibrary.org/obo/OBI_0001642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	assay measuring epitope specific antibody-dependent cellular cytotoxicity	assay	subClassOf	1
6417	http://purl.obolibrary.org/obo/OBI_0001642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001704	assay measuring epitope specific antibody-dependent cellular cytotoxicity	assay measuring epitope specific activation of additional immune response in vitro	subClassOf	1
6418	http://purl.obolibrary.org/obo/OBI_0000734	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000626	DNA sequencing by synthesis assay	DNA sequencing assay	subClassOf	1
6419	http://purl.obolibrary.org/obo/OBI_1110173	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000916	intracellular cytokine staining assay measuring epitope specific interleukin-2 production by T cells	flow cytometry assay	subClassOf	1
6420	http://purl.obolibrary.org/obo/OBI_1110173	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001445	intracellular cytokine staining assay measuring epitope specific interleukin-2 production by T cells	assay measuring epitope specific interleukin-2 production by T cells	subClassOf	1
6421	http://purl.obolibrary.org/obo/OBI_0003642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003646	antibody purification of mouse MHC class II protein complex	antibody purification of mouse MHC class II protein complex and/or rat MHC class II protein complex with RT1-A haplotype	subClassOf	1
6422	http://purl.obolibrary.org/obo/OBI_0003642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003636	antibody purification of mouse MHC class II protein complex	antibody purification of MHC class II protein complex	subClassOf	1
6423	http://purl.obolibrary.org/obo/OBI_0002684	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000415	nested polymerase chain reaction	polymerase chain reaction	subClassOf	1
6425	http://purl.obolibrary.org/obo/OBI_0001303	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000916	intracellular cytokine staining assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	flow cytometry assay	subClassOf	1
6426	http://purl.obolibrary.org/obo/OBI_0001303	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001233	intracellular cytokine staining assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	subClassOf	1
6429	http://purl.obolibrary.org/obo/OBI_0003101	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000470	nanospray desorption electrospray ionization assay	mass spectrometry assay	subClassOf	1
6431	http://purl.obolibrary.org/obo/OBI_2100286	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100024	ABL90 panel venous blood ionized calcium assay	calcium cation assay	subClassOf	1
6432	http://purl.obolibrary.org/obo/OBI_0001273	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001230	cell culture analyte detection bioassay measuring epitope specific interleukin-5 production by T cells	assay measuring epitope specific interleukin-5 production by T cells	subClassOf	1
6433	http://purl.obolibrary.org/obo/OBI_0001273	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000904	cell culture analyte detection bioassay measuring epitope specific interleukin-5 production by T cells	reporter cell line analyte detection bioassay	subClassOf	1
6435	http://purl.obolibrary.org/obo/OBI_2100024	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003012	calcium cation assay	ionized calcium assay	subClassOf	1
6436	http://purl.obolibrary.org/obo/OBI_2100024	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000443	calcium cation assay	analyte assay	subClassOf	1
6439	http://purl.obolibrary.org/obo/OBI_0000978	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	in container assay	assay	subClassOf	1
6440	http://purl.obolibrary.org/obo/OBI_0002019	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000716	transcription factor binding site identification by ChIP-Seq assay	ChIP-seq assay	subClassOf	1
6441	http://purl.obolibrary.org/obo/OBI_0002019	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000291	transcription factor binding site identification by ChIP-Seq assay	transcription factor binding site assay	subClassOf	1
6442	http://purl.obolibrary.org/obo/OBI_0001843	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001292	detection of specific nucleic acids with complementary probes measuring epitope specific interleukin-15 production by T cells	assay measuring epitope specific interleukin-15 production by T cells	subClassOf	1
6443	http://purl.obolibrary.org/obo/OBI_0001843	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes measuring epitope specific interleukin-15 production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6444	http://purl.obolibrary.org/obo/OBI_0001516	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001991	radioactivity detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a cell-lysate-MHC:ligand complex	assay measuring the half maximal effective concentration [EC50] of a MHC:ligand complex	subClassOf	1
6445	http://purl.obolibrary.org/obo/OBI_0001516	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001491	radioactivity detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a cell-lysate-MHC:ligand complex	binding assay using radioactivity detection	subClassOf	1
6448	http://purl.obolibrary.org/obo/OBI_2100322	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100024	ionized venous blood calcium assay	calcium cation assay	subClassOf	1
6450	http://purl.obolibrary.org/obo/OBI_0003545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	ELISA measuring Chikungunya IgM antibody	enzyme linked immunosorbent assay	subClassOf	1
6453	http://purl.obolibrary.org/obo/OBI_2100137	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100002	random electrolytes urine sodium assay	sodium(1+) assay	subClassOf	1
6454	http://purl.obolibrary.org/obo/OBI_2100137	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003043	random electrolytes urine sodium assay	urine assay	subClassOf	1
6456	http://purl.obolibrary.org/obo/OBI_0001517	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001491	radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a cell-bound-MHC:ligand complex	binding assay using radioactivity detection	subClassOf	1
6457	http://purl.obolibrary.org/obo/OBI_0001517	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001992	radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a cell-bound-MHC:ligand complex	assay measuring the half maximal inhibitory concentration [IC50] of a MHC:ligand complex	subClassOf	1
6458	http://purl.obolibrary.org/obo/OBI_0001777	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110129	assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	assay measuring epitope specific cytokine production by T cells	subClassOf	1
6459	http://purl.obolibrary.org/obo/OBI_0001777	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	assay	subClassOf	1
6461	http://purl.obolibrary.org/obo/OBI_0001343	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001465	detection of specific nucleic acids with complementary probes assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	subClassOf	1
6462	http://purl.obolibrary.org/obo/OBI_0001343	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6464	http://purl.obolibrary.org/obo/OBI_0003146	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_1110127	assay measuring quantitative binding of an antigen:antibody complex	assay measuring binding of a B cell epitope:antibody complex	subClassOf	1
6465	http://purl.obolibrary.org/obo/OBI_0003146	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	assay measuring quantitative binding of an antigen:antibody complex	assay	subClassOf	1
6467	http://purl.obolibrary.org/obo/OBI_0001531	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001990	fluorescence detection assay measuring half life to determine direct binding of a purified-MHC:ligand complex	assay measuring the half life of a MHC:ligand complex	subClassOf	1
6468	http://purl.obolibrary.org/obo/OBI_0001531	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001499	fluorescence detection assay measuring half life to determine direct binding of a purified-MHC:ligand complex	binding assay using fluorescence detection	subClassOf	1
6469	http://purl.obolibrary.org/obo/OBI_0001763	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001777	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	subClassOf	1
6470	http://purl.obolibrary.org/obo/OBI_0001763	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000874	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	detection of specific nucleic acid polymers with complementary probes	subClassOf	1
6471	http://purl.obolibrary.org/obo/OBI_0001300	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003115	cytometric bead array assay measuring epitope specific interleukin-2 production by T cells	antigen detection by cytometric bead array assay	subClassOf	1
6472	http://purl.obolibrary.org/obo/OBI_0001300	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001445	cytometric bead array assay measuring epitope specific interleukin-2 production by T cells	assay measuring epitope specific interleukin-2 production by T cells	subClassOf	1
6474	http://purl.obolibrary.org/obo/OBI_0001220	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001209	cell culture analyte detection bioassay measuring epitope specific interleukin-10 production by T cells	assay measuring epitope specific interleukin-10 production by T cells	subClassOf	1
6475	http://purl.obolibrary.org/obo/OBI_0001220	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000904	cell culture analyte detection bioassay measuring epitope specific interleukin-10 production by T cells	reporter cell line analyte detection bioassay	subClassOf	1
6478	http://purl.obolibrary.org/obo/OBI_0001756	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600031	ELISPOT assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	enzyme-linked immunospot assay	subClassOf	1
6479	http://purl.obolibrary.org/obo/OBI_0001756	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001459	ELISPOT assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	subClassOf	1
6481	http://purl.obolibrary.org/obo/OBI_0001659	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001703	flow cytometry assay measuring binding of a B cell epitope:antibody complex	assay measuring qualitative binding of a B cell epitope:antibody complex	subClassOf	1
6482	http://purl.obolibrary.org/obo/OBI_0001659	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000916	flow cytometry assay measuring binding of a B cell epitope:antibody complex	flow cytometry assay	subClassOf	1
6483	http://purl.obolibrary.org/obo/OBI_2100235	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100019	chem16 venous blood human aspartate aminotransferase assay	aspartate aminotransferase (human) assay	subClassOf	1
6484	http://purl.obolibrary.org/obo/OBI_0002676	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001484	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	assay measuring T cell epitope specific in vivo activity	subClassOf	1
6485	http://purl.obolibrary.org/obo/OBI_0002676	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	assay	subClassOf	1
6486	http://purl.obolibrary.org/obo/OBI_0002439	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002438	chromosome conformation capture assay	nuclear ligation assay	subClassOf	1
6489	http://purl.obolibrary.org/obo/OBI_0000445	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	mass measurement assay	assay	subClassOf	1
6490	http://purl.obolibrary.org/obo/OBI_0002669	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002676	assay measuring epitope specific helper T cell enhancement of a B cell mediated immune response resulting from the adoptive transfer of epitope specific T cells	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	subClassOf	1
